id,nama_obat,text
79,Acetylcysteine,"
Nama Obat: Acetylcysteine

Kategori Penyakit:
batuk

Indikasi:
Mengencerkan dahak di saluran pernafasan

Dosis:
1 kapsul 2-3 x sehari setara dengan 400-600 mg NAChari | 1 kapsul 2 x sehari setara dengan 400 mg NAChari | 1 kapsul 3 x sehari setara dengan 600 mg NAChari | pertimbangkan penggunaan sediaan lain yang sesuai

Efek Samping:
efek_samping yang mungkin timbul namun jarang adalah pyrosis, nausea, vomiting, dan diarrhoea. Pada beberapa kasus terbatas terjadi stomatitis, pusing, dan telinga berdenging tinnitus | Setelah penggunaan NAC kadang terjadi reaksi alergi seperti itching, urticaria, cutaneous eruption rash, exanthema, sulit bernapas bronchospasm, denyut jantung yang cepat, dan hipotensi | Terjadinya kasus pada sebagian besar pasien dengan hiperreaktif pada sistem bronkial mengikuti bronkial asma disebut hyper responder, yaitu pasien dengan peningkatan sensitivitas akibat berbagai stimuli. Kemudian terjadi hemorrhage setelah pemberian NAC, berkaitan dengan reaksi hipersensitivitas secara individual | Tindakan yang harus diambil jika terjadi efek_samping mulai awal terjadinya reaksi hipersensitivitas, hentikan segera penggunaan NAC, konsultasikan ke dokter untuk tindakan selanjutnya berdasarkan tingkat keparahan penyakit

Kontraindikasi:
Pasien hipersensitif terhadap acetylcysteine | Anak-anak di bawah 2 tahun

Interaksi Obat:
Penggunaan bersamaan dengan antitussive dapat menyebabkan penghentian sekresi yang berbahaya seiring berkurangnya batuk. Oleh sebab itu, kombinasi kedua obat ini dapat digunakan dengan beberapa perhatian | Penggunaan bersamaan dengan tetracycline HCI bagian dari doxycycline harus dilakukan dengan interval sekurangnya 2 jam. Hal ini tidak perlu dilakukan pada penggunaan bersamaan dengan Loracarbef | Penggunaan bersamaan dengan nitroglycerin kemungkinan dapat menyebabkan peningkatan efek vasodilating dan aliran darah dari nitroglycerin

Komposisi:
acetylcysteine

Harga:
2000 | 17000 | 164000

Aturan Pemakaian:
Dikonsumsi setelah makan

Jangka Waktu Penggunaan:
hindari penggunaan jangka panjang
"
80,Guaifenesin,"
Nama Obat: Guaifenesin

Kategori Penyakit:
batuk

Indikasi:
Meredakan batuk berdahak sebagai ekspektoran

Dosis:
2-4 tablet setiap 4 jam maksimum 24 tablet sehari | 1-2 tablet setiap 4 jam maksimum 12 tablet sehari | 21 tablet setiap 4 jam maksimum 6 tablet sehari

Efek Samping:
mual | muntah | diare dan nyeri perut bagian bawah | pusing | berkunang-kunang | sakit kepala | neprolithiasis | hipouricermia | ruam pada kulit

Kontraindikasi:
Hipersensitif | diabetes | penyakit liver | fenilketouria | hamil dan menyusui

Interaksi Obat:
Interaksi guaifenesin dengan obat lain belum diketahui. Meski begitu, tidak menutup kemungkinan guaifenesin dapat berinteraksi dengan obat atau bahan aktif tertentu

Komposisi:
Guaifenesin

Harga:
500 | 2000 | 11500

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
81,Alpara,"
Nama Obat: Alpara

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
12 kaplet, 3 kali sehari | 1 kaplet, 3 kali sehari

Efek Samping:
kantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylpropanolamine HCI | Dextromethorphan HBr | Chlorphenamine Maleate

Harga:
10500 | 109000

Aturan Pemakaian:
Dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati
"
82,Bodrex Flu Batuk PE,"
Nama Obat: Bodrex Flu Batuk PE

Kategori Penyakit:
batuk dan flu

Indikasi:
Meredakan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk tidak berdahak

Dosis:
1 kaplet 3 kali sehari

Efek Samping:
Gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardia | aritmia | mulut kering | palpitasi dan retensi urin | Penggunaan dosis besar dan jangka panjang dapat menyebabkan kerusakan fungsi hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCI | Dextromethorphan HBr

Harga:
2000 | 50500

Aturan Pemakaian:
dikonsumsi setelah makanan

Jangka Waktu Penggunaan:
jika digunakan dalam jangka panjang dan dalam dosis yang tinggi, dapat menimbulkan risiko penyakit ginjal
"
83,Panadol Cold Flu,"
Nama Obat: Panadol Cold Flu

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala dan hidung tersumbat yang disertai batuk tidak berdahak

Dosis:
1 kaplet 13 kali sehari. Jangan diberikan kepada anak-anak di bawah umur 12 tahun, kecuali atas petunjuk dokter.

Efek Samping:
Kadang-kadang dapat menyebabkan tachycardia jantung berdebar, dyspepsia, nausea, kemerahan pada kulit, depresi pernafasan dan susunan saraf pusat, mengantuk, konstipasi, mual, pusing | Gangguan saluran pencernaan, gelisah, eksitasi, tremor | Dapat menyebabkan kantuk dan pusing | Serotonin syndrome sangat jarang terjadi merasa kebingungan, keletihan, berkeringat, genvetar, menggigil, kontraksi otot tiba-tiba atau peningkatan tekanan darah | Halusinasi sangat jarang terjadi. Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Jika anda sedang mendapat terapi menggunakan amfetamin umumnya untuk mengatasi attention deficit disorder, penekan nafsu makan, atau obat lain yang mengandung antihistamin. Jika anda memiliki infeksi saluran pernafasan gangguan saluran pernafasan

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat Monoamin oksidase MAOIs dapat mengakibatkan krisis hipertensi, Sebelum menggunakan obat ini, konsultasikan dengan dokter atau farmasis mengenai obat lain yang anda konsumsi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Dextromethorphan HBr

Harga:
16000 | 157500

Aturan Pemakaian:
Dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
84,Paramex Flu Batuk PE,"
Nama Obat: Paramex Flu Batuk PE

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala flu demam, sakit kepala, hidung tersumbat dan batuk tidak berdahak

Dosis:
3 x sehari 12 tablet | 3 kali sehari 1 tablet

Efek Samping:
Mulut kering | gangguan pencernaan | aritmia | palpitasi | takikardia | tremor | gelisah | insomnia | retensi urin | dan eksitasi | Penggunaan Paracetamol dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersamaan antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCl | Dextromethorphan HBr

Harga:
3000 | 67500

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
Jangan mengonsumsi produk Paramex lebih dari 5 hari kecuali disarankan oleh dokter
"
85,Procold Flu Batuk,"
Nama Obat: Procold Flu Batuk

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan batuk tidak berdahak

Dosis:
sehari 3 kall 1 kaplet | sehari 3 kali kaplet

Efek Samping:
Gangguan pencernaan | gangguan psikomotor takikardi aritmla palpitasi | retensi urine | mengantuk | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati | mulut kering | Sakit kepala | Insomnia | eksitasi | gelisah | tremor dan sulit berkemih

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita hipersensitif terhadap salah satu komponen obat

Interaksi Obat:
Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Dextromethorphan HBr | Phenylephrine HC

Harga:
4500 | 103000

Aturan Pemakaian:
Berikan setelah makan

Jangka Waktu Penggunaan:
mengonsumsi Procold dalam dosis besar dan jangka panjang bisa menyebabkan gangguan hati yang bisa ditandai dengan mual, lemas, nyeri perut bagian atas, hilang nafsu makan, dan penyakit kuning
"
86,Tuzalos,"
Nama Obat: Tuzalos

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 kaplet, 3 kali sehari | 1/2 kaplet, 3 kali sehari

Efek Samping:
Mengantuk | pusing | mulut kering | kejang seperti epilepsi pada dosis besar | ruam kulit

Kontraindikasi:
Obat ini tidak dianjurkan untuk digunakan oleh penderita penyakit jantung, diabetes mellitus, dan disfungsi hati yang berat, serta pengguna obat anti depresan tipe penghambat monoamin oksidase MAOI

Interaksi Obat:
Hindari penggunaan Tuzalos bersama dengan obat-obat berikut MAOI, dapat mengakibatkan krisis hipertensi. fluoxetine, paroxetine, quinidine, terbinafine

Komposisi:
Dextromethorphan Hydrobromide | Phenylpropanolamine Hydrochloride | Chlorphenamine Maleate | Paracetamol

Harga:
5500 | 132000

Aturan Pemakaian:
Dapat diberikan bersama atau tanpa makanan

Jangka Waktu Penggunaan:
Penggunaan dalam jangka panjang dapat menyebabkan kerusakan hati
"
87,Bodrex Flu Batuk Berdahak PE,"
Nama Obat: Bodrex Flu Batuk Berdahak PE

Kategori Penyakit:
batuk dan flu

Indikasi:
Meredakan gejala flu seperti , sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak

Dosis:
1 kaplet 3 kali sehari

Efek Samping:
Gangguan pencemaan | Insomnia | gelisah | eksitasi | tremor | takikardia | aritmia | mulut kering | palpitasi dan retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati | Gangguan sistem kekebalan tubuh jarang reaksi hipersensitivitas | belum ada data reaksi anafilaksis termasuk syok anafilaksis, angioederma dan prutitus | Gangguan kulit dan bawah kulit jarang ruam, urtikaria, belum ada data reaksi kulit serius eritema multiforme, sindroma Stevens-Johnsonnekrolisis epidermo toksis dan pustulosis exanthema akut

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCI | Guaifenesin | Bromhexine HCl

Harga:
2000 | 52500

Aturan Pemakaian:
Berikan bersama makanan

Jangka Waktu Penggunaan:
jika digunakan dalam jangka panjang dan dalam dosis yang tinggi, dapat menimbulkan risiko penyakit ginjal
"
88,Decolsin Tablet,"
Nama Obat: Decolsin Tablet

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meredakan batuk yang menyertai gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
3 kali sehari 1 kapsul

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Chlorphenamine Maleate | Dextromethorphan HBr | Guaifenesin

Harga:
3000 | 72000

Aturan Pemakaian:
Dikonsumsi sebelum atau sesudah makan

Jangka Waktu Penggunaan:
penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal
"
89,Decolgen Tablet,"
Nama Obat: Decolgen Tablet

Kategori Penyakit:
flu

Indikasi:
Untuk meredakan gejala flu seperti sakit kepala, demam, bersin-bersin dan hidung tersumbat

Dosis:
1 tablet | 12 tablet

Efek Samping:
Mengantuk | gangguan pencernaan | mulut kering | palpitasi | psikomotor | takikardia | aritmia | retensi urin

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik, penderita tekanan darah tinggi berat, dan orang yang sedang terapi anti depresan MAOI

Interaksi Obat:
Peningkatan risiko terjadinya efek_samping paracetamol jika dikonsumsi bersama metoclopramide, domperidone, probenecid, atau isoniazid

Komposisi:
Paracetamol | Phenylpropanolamine HCI | Chlorphenamine Maleate

Harga:
2500 | 56800

Aturan Pemakaian:
Dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang dilaporkan bisa menyebabkan kerusakan hati
"
90,Inza,"
Nama Obat: Inza

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
3 x sehari 1/2 kaplet | 3 x sehari 1 kaplet

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia ventrikel | mulut kering | palpitasi | sulit berkemih | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersamaan dengan obat antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCl | Chlorphenamine Maleate

Harga:
3000 | 67000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
tidak disarankan untuk penggunaan jangka panjang
"
91,Mixagrip Flu,"
Nama Obat: Mixagrip Flu

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti bersin - bersin, hidung tersumbat, demam, dan sakit kepala

Dosis:
sehari 3-4 kali 1 kaplet | sehari 3-4 kali 1/2 kaplet

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardi | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati | Insomnia | gelisah | eksitasi | tremor | aritmia ventrikel dan palpitası

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama anti depresan tipe penghambat MAD dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylephrine HCI | Chlorphenamine Maleate

Harga:
3000 | 74000

Aturan Pemakaian:
Dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
92,Dicom,"
Nama Obat: Dicom

Kategori Penyakit:
pilek

Indikasi:
Meringankan bersin-bersin dan hidung tersumbat

Dosis:
1 tablet, 3x sehari | 1/2 tablet, 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | sakit kepala | insomnia | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | sulit berkemih

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Pseudoefedrin HCI | Triprolidine HCI

Harga:
2500 | 21000 | 200500

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
tidak disarankan untuk penggunaan jangka panjang
"
93,Grantusif,"
Nama Obat: Grantusif

Kategori Penyakit:
batuk

Indikasi:
Untuk mengobati batuk yang disertai alergi

Dosis:
1-2 kaplet, 3 x sehari | 12 - 1 kaplet, 3x sehari

Efek Samping:
Mulut terasa kering | ngantuk | mual | pusing | konstipasi

Kontraindikasi:
Hipersensitif terhadap salah satu komponen

Interaksi Obat:
Karena mengandung dextromethorphan, Grantusif sebaiknya tidak digunakan bersama dengan obat-obatan ini paroxetine, fluoxetine, terbinafine, quinidine, obat golongan MAOI

Komposisi:
Dextromethorphan HBr | Guaifenesin | Diphenhydramine HCI

Harga:
5500 | 54500

Aturan Pemakaian:
Diberikan setelah makan

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
94,Konidin,"
Nama Obat: Konidin

Kategori Penyakit:
batuk

Indikasi:
Untuk meringankan batuk

Dosis:
3 x sehari 1-2 tablet | 3 x sehari 1 1/2-1 tablet

Efek Samping:
Mengantuk | gangguan pencernaan | sakit kepala | insomnia | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | sulit berkemih

Kontraindikasi:
Penderita yang hipersensitif terhadap komponen obat ini

Interaksi Obat:
Dapat terjadi rangsangan SSP dan depresi pernapasan yang berat pada pemberian bersamaan dengan penghambat MAO

Komposisi:
Guaifenesin | Dextromethorphan HBr | Chlorphenamine Maleate

Harga:
2500 | 128000

Aturan Pemakaian:
Diberikan setelah makan

Jangka Waktu Penggunaan:
Penggunaannya harus tepat dosis dan tidak boleh digunakan dalam jangka waktu yang lama tanpa indikasi atau pengawasan yang ketat dari dokter
"
95,Komix,"
Nama Obat: Komix

Kategori Penyakit:
batuk

Indikasi:
Untuk meredakan batuk

Dosis:
3x sehari 1-2 sachet

Efek Samping:
Mengantuk | gangguan pencemaan | mulut kering | retensi urine

Kontraindikasi:
Hipersensitif terhadap salah satu komponen obat ini

Interaksi Obat:


Komposisi:
Guaifenesin | Dextromethorphan HBr | Chlorphenamine Maleate

Harga:
2000 | 49500

Aturan Pemakaian:
Diberikan sesudah makan

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
96,Komix Herbal Tube,"
Nama Obat: Komix Herbal Tube

Kategori Penyakit:
batuk

Indikasi:
Membantu meredakan batuk berdahak

Dosis:
3 x sehari 1 tube botol | 12 dosis dewasa

Efek Samping:
Belum ada efek samping yang dilaporkan

Kontraindikasi:
Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya

Interaksi Obat:
Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain

Komposisi:
Vitex Negundo Folium Extract (Lagundi) | Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) | Thymus Vulgaris Herba Extract (Thymi Herba) | Glycyrrhiza Glabra Radix Extract (Licorice) | Oleum Menthae Piperitae (Peppermint Oil) | Mel Depuratum (Madu) | Potassium Sorbate, Sodium Benzoate (Pengawet) | Acesulfame-K | Fructose | Sucrose dan Sucralose (Pemanis)

Harga:
11000

Aturan Pemakaian:
Sesudah makan. Kocok dahulu sebelum diminum

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
97,Komix Herbal Kids Tube,"
Nama Obat: Komix Herbal Kids Tube

Kategori Penyakit:
batuk

Indikasi:
Membantu meredakan batuk berdahak pada anak

Dosis:
3 x sehari 12 tube | 3 x sehari 1 tube

Efek Samping:
Belum ada efek samping yang dilaporkan

Kontraindikasi:
Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya

Interaksi Obat:
Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain

Komposisi:
Vitex Negundo Folium Extract (Lagundi) | Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) | Thymus Vulgaris Herba Extract (Thymi Herba) | Glycyrrhiza Glabra Radix Extract (Licorice) | Oleum Menthae Piperitae (Peppermint Oil) | Mel Depuratum (Madu) | Potassium Sorbate | Sodium Benzoate (Pengawet) | Fructose | rehalose (Pemanis) | Caramel Colour (Pewarna) | Strawberry Flavour (Perasa)

Harga:
9500

Aturan Pemakaian:
Sesudah makan. Kocok dahulu sebelum diminum

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
98,Komix Herbal Sachet,"
Nama Obat: Komix Herbal Sachet

Kategori Penyakit:
batuk

Indikasi:
Membantu meredakan batuk berdahak

Dosis:
3 x sehari 1 sachet | 12 dosis dewasa

Efek Samping:
Belum ada efek samping yang dilaporkan

Kontraindikasi:
Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya

Interaksi Obat:
Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain

Komposisi:
Vitex Negundo Folium Extract (Lagundi) | Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) | Thymus Vulgaris Herba Extract (Thymi Herba) | Glycyrrhiza Glabra Radix Extract (Licorice) | Oleum Menthae Piperitae (Peppermint Oil) | Mel Depuratum (Madu) | Potassium Sorbate | Sodium Benzoate (Pengawet) | Sucrose | Sucralose | Fructose (Pemanis) | Caramel Colour (Pewarna) | Ginger Flavour | Warm Flavour | Mint Flavour (Perasa)

Harga:
2000 | 11500

Aturan Pemakaian:
Sesudah makan. Kocok dahulu sebelum diminum

Jangka Waktu Penggunaan:
tidak boleh dikonsumsin dalam jangka panjang
"
